CO_PROCEDIMENTO,NO_PROCEDIMENTO
501060022,CINTILOGRAFIA RADIOISOTOPICA CEREBRAL P/ DIAGNOSTICO DE MORTE ENCEFALICA
501060030,ECO DOPPLER COLORIDO CEREBRAL P/ DIAGNOSTICO DE MORTE ENCEFALICA
501060049,ELETROENCEFALOGRAMA P/ DIAGNOSTICO DE MORTE ENCEFALICA
501060057,EXAME COMPLEMENTAR PARA DIAGNÓSTICO DE MORTE ENCEFÁLICA
501070010,SOROLOGIA DE POSSIVEL DOADOR DE CORNEA E ESCLERA
501070028,SOROLOGIA DE POSSIVEL DOADOR DE ORGAO OU TECIDO EXCETO CORNEA
501070036,TIPAGEM SANGUINEA ABO E OUTROS EXAMES HEMATOLOGICOS EM POSSIVEL DOADOR DE ORGAOS
501070044,EXAMES PARA A INCLUSAO EM LISTA DE CANDIDATOS A TRANSPLANTE DE CORACAO
501070052,EXAMES PARA INCLUSÃO EM LISTA DE CANDIDATOS A TRANSPLANTE DE FIGADO
501070087,"EXAMES PARA INVESTIGAÇÃO CLÍNICA NO DOADOR VIVO DE RIM, FIGADO OU PULMÃO - 1ª FASE."
501070095,EXAMES PARA INVESTIGAÇÃO CLÍNICA NO DOADOR VIVO DE FIGADO-COMPLEMENTAÇÃO DA 1ª FASE.
501070109,EXAMES PARA INVESTIGAÇÃO CLÍNICA NO DOADOR VIVO DE RIM- COMPLEMENTAÇÃO DA 1ª FASE.
501070117,EXAMES PARA INVESTIGAÇÃO CLÍNICA NO DOADOR VIVO DE PULMÃO-COMPLEMENTAÇÃO DA 1ª FASE.
501070125,EXAMES PARA INCLUSÃO EM LISTA DE CANDIDATOS A TRANSPLANTE DE PÂNCREAS
501070133,EXAMES PARA INCLUSÃO EM LISTA DE CANDIDATOS A TRANSPLANTE DE RIM
501070141,EXAMES PARA INCLUSÃO EM LISTA DE CANDIDATOS A TRANSPLANTE DE PULMÃO
501080015,BIOPSIA E EXAME ANATOMO-CITOPATOLOGICO EM PACIENTE TRANSPLANTADO
501080023,CONTAGEM DE CD4/CD3 EM PACIENTE TRANSPLANTADO
501080031,DOSAGEM DE CICLOSPORINA (EM PACIENTE TRANSPLANTADO)
501080040,DOSAGEM DE SIROLIMO (EM PACIENTE TRANSPLANTADO)
501080058,DOSAGEM DE TACROLIMO (EM PACIENTE TRANSPLANTADO)
501080066,EXAMES DE RADIOLOGIA EM PACIENTE TRANSPLANTADO
501080074,EXAMES MICROBIOLOGICOS EM PACIENTE TRANSPLANTADO
501080082,SOROLOGIA EM PACIENTE TRANSPLANTADO
501080090,ULTRASSONOGRAFIA DE ORGAO TRANSPLANTADO
501080104,DOSAGEM DE EVEROLIMO (EM PACIENTE TRANSPLANTADO)
502010010,AVALIACAO CLINICA DE MORTE ENCEFALICA EM MAIOR DE 2 ANOS
502010029,AVALIAÇÃO CLINICA DE MORTE ENCEFÁLICA EM MENOR DE 2 ANOS
503010014,AÇÕES RELACIONADAS A DOAÇÃO DE ÓRGÃOS E TECIDOS PARA TRANSPLANTE
503010022,AÇÕES RELACIONADAS A DOAÇÃO DE ÓRGÃOS E TECIDOS REALIZADAS POR EQUIPE DE OUTRO ESTABELECIMENTO DE SAUDE
503020010,HEPATECTOMIA PARCIAL P/ TRANSPLANTE (DOADOR VIVO)
503020028,NEFROURETERECTOMIA UNILATERAL P/ TRANSPLANTE
503030015,MANUTENCAO HEMODINAMICA DE POSSIVEL DOADOR E TAXA DE SALA P/ RETIRADA DE ORGAOS
503030023,RETIRADA DE CORAÇÃO (PARA TRANSPLANTE)
503030031,RETIRADA DE CORACAO P/ PROCESSAMENTO DE VALVULA / TUBO VALVADO P/ TRANSPLANTE
503030040,RETIRADA DE FÍGADO (PARA TRANSPLANTE)
503030058,RETIRADA DE GLOBO OCULAR UNI / BILATERAL (P/ TRANSPLANTE)
503030066,RETIRADA DE PÂNCREAS (PARA TRANSPLANTE)
503030074,RETIRADA DE PULMÕES (PARA TRANSPLANTE)
503030082,RETIRADA UNI / BILATERAL DE RIM (PARA TRANSPLANTE) - DOADOR FALECIDO
503030090,RETIRADA DE TECIDO ÓSTEO -FASCIO-CONDRO- LIGAMENTOSO
503030104,RETIRADA DE PELE PARA TRANSPLANTE
503040010,COORDENACAO DE SALA CIRURGICA P/ RETIRADA DE ORGAOS E TECIDOS P/ TRANSPLANTE
503040029,DESLOCAMENTO INTERESTADUAL DE EQUIPE PROFISSIONAL P/ RETIRADA DE ORGAOS
503040037,DESLOCAMENTO DE EQUIPE PROFISSIONAL P/ RETIRADA DE ORGAOS - INTERMUNICIPAL
503040045,DIARIA DE UNIDADE DE TERAPIA INTENSIVA DE PROVÁVEL DOADOR DE ÓRGÃOS
503040053,ENTREVISTA FAMILIAR P/ DOAÇÃO DE ORGAOS DE DOADORES EM MORTE ENCEFÁLICA
503040061,ENTREVISTA FAMILIAR PARA DOAÇÃO DE TECIDOS DE DOADORES COM CORAÇÃO PARADO
503040088,CAPTAÇÃO DE ÓRGÃO EFETIVAMENTE TRANSPLANTADO
504010018,CONTAGEM DE CELULAS ENDOTELIAIS DA CORNEA
504010026,PROCESSAMENTO DE CORNEA / ESCLERA
504010034,SEPARACAO E AVALIACAO BIOMICROSCOPICA DA CORNEA
504020013,PROCESSAMENTO DE TECIDO MUSCULOESQUELETICO (05-25 GR)
504020021,PROCESSAMENTO DE TECIDO MUSCULOESQUELETICO (101-200 GR)
504020030,PROCESSAMENTO DE TECIDO MUSCULOESQUELETICO (201-300 GR)
504020048,PROCESSAMENTO DE TECIDO MUSCULOESQUELETICO (26-50 GR)
504020056,PROCESSAMENTO DE TECIDO MUSCULOESQUELETICO (51-100 GR)
504030027,PROCESSAMENTO DE VALVULA CARDIACA HUMANA
504040014,PROCESSAMENTO DE PELE EM GLICEROL (ATÉ 1000 CM²) PARA ADULTO
504040022,PROCESSAMENTO DE PELE EM GLICEROL ( ATÉ 500 CM²) INFANTIL
505010011,TRANSPLANTE ALOGÊNICO DE CÉLULAS-TRONCO HEMATOPOÉTICAS DE MEDULA ÓSSEA - APARENTADO
505010020,TRANSPLANTE ALOGÊNICO DE CÉLULAS-TRONCO HEMATOPOÉTICAS DE MEDULA ÓSSEA - NÃO APARENTADO
505010038,TRANSPLANTE ALOGÊNICO DE CÉLULAS-TRONCO HEMATOPOÉTICAS DE SANGUE DE CORDÃO UMBILICAL DE APARENTADO
505010046,TRANSPLANTE ALOGÊNICO DE CÉLULAS-TRONCO HEMATOPOÉTICAS DE SANGUE DE CORDÃO UMBILICAL DE NÃO APARENTADO
505010054,TRANSPLANTE ALOGÊNICO DE CÉLULAS-TRONCO HEMATOPOÉTICAS DE SANGUE PERIFÉRICO - APARENTADO
505010062,TRANSPLANTE ALOGÊNICO DE CÉLULAS-TRONCO HEMATOPOÉTICAS DE SANGUE PERIFÉRICO - NÃO APARENTADO
505010070,TRANSPLANTE AUTOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE MEDULA OSSEA -
505010089,TRANSPLANTE AUTOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE SANGUE PERIFERICO -
505010097,TRANSPLANTE DE CORNEA
505010127,TRANSPLANTE DE ESCLERA
505010135,TRANSPLANTE DE CÓRNEA (EM CIRURGIAS COMBINADAS OU EM REOPERAÇÕES)
505020017,PARTICIPACAO DE EQUIPE NEFROLOGICA EM TRANSPLANTE RENAL DE DOADOR FALECIDO
505020025,PARTICIPACAO DE EQUIPE NEFROLOGICA EM TRANSPLANTE RENAL DE DOADOR VIVO
505020041,TRANSPLANTE DE CORACAO
505020050,TRANSPLANTE DE FIGADO (ORGAO DE DOADOR FALECIDO)
505020068,TRANSPLANTE DE FIGADO (ORGAO DE DOADOR VIVO)
505020076,TRANSPLANTE DE PANCREAS
505020084,TRANSPLANTE DE PULMAO UNILATERAL
505020092,TRANSPLANTE DE RIM (ORGAO DE DOADOR FALECIDO)
505020106,TRANSPLANTE DE RIM (ORGAO DE DOADOR VIVO)
505020122,TRANSPLANTE DE PULMÃO BILATERAL
506010015,ACOMPANHAMENTO DE PACIENTE POS-TRANSPLANTE DE CORNEA
506010058,AVALIAÇÃO DO POSSÍVEL DOADOR FALECIDO DE ORGÃOS OU TECIDOS PARA TRANSPLANTES
506010066,ACOMPANHAMENTO DE PACIENTE POS-TRANSPLANTE DE MEDULA ÓSSEA - AUTOGÊNICO
506010074,ACOMPANHAMENTO DE PACIENTE POS-TRANSPLANTE DE MEDULA ÓSSEA - ALOGÊNICO APARENTADO
506010082,ACOMPANHAMENTO DE PACIENTE POS-TRANSPLANTE DE MEDULA ÓSSEA - ALOGÊNICO NÃO APARENTADO
506010090,ACOMPANHAMENTO DE PACIENTE POS-TRANSPLANTE DE PÂNCREAS
506010104,ACOMPANHAMENTO DE PACIENTE POS-TRANSPLANTE DE RIM
506010112,ACOMPANHAMENTO DE PACIENTE POS-TRANSPLANTE DE FÍGADO
506010120,ACOMPANHAMENTO DE PACIENTE POS-TRANSPLANTE DE PULMÃO
506010139,ACOMPANHAMENTO DE PACIENTE POS-TRANSPLANTE DE CORAÇÃO
506010147,ACOMPANHAMENTO DE DOADOR VIVO POS-DOAÇAO DE RIM
506010155,ACOMPANHAMENTO DE DOADOR VIVO POS-DOAÇAO DE FÍGADO
506010163,ACOMPANHAMENTO DE DOADOR VIVO POS-DOAÇAO DE PULMÃO
506010171,ACOMPANHAMENTO DE PACIENTES NO PRÉ TRANSPLANTE DE PÂNCREAS
506010180,ACOMPANHAMENTO DE PACIENTES NO PRÉ TRANSPLANTE DE RIM
506010198,ACOMPANHAMENTO DE PACIENTES NO PRÉ TRANSPLANTE DE FÍGADO
506010201,ACOMPANHAMENTO DE PACIENTES NO PRÉ TRANSPLANTE DE PULMÃO
506010210,ACOMPANHAMENTO DE PACIENTES NO PRÉ TRANSPLANTE DE CORAÇÃO
506020010,INTERCORRENCIA POS TRANSPLANTE ALOGÊNICO DE CELULAS-TRONCO HEMATOPOÉTICAS - NAO APARENTADO (HOSPITAL DIA)
506020029,INTERCORRENCIA POS-TRANSPLANTE AUTOGENICO DE CELULAS-TRONCO HEMATOPOETICAS (HOSPITAL DIA)
506020037,TRATAMENTO DE INTERCORRENCIA POS-TRANSPLANTE ALOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE APARENTADO (HOSPITAL DIA)
506020045,TRATAMENTO DE INTERCORRÊNCIA PÓS-TRANSPLANTE DE ÓRGÃOS / CÉLULAS-TRONCO HEMATOPOÉTICAS
506020053,TRATAMENTO DE INTERCORRÊNCIA PÓS-TRANSPLANTE DE RIM - PÓS TRANSPLANTE CRÍTICO
506020061,TRATAMENTO DE INTERCORRENCIA PÓS TRANSPLANTE DE CORAÇÃO- PÓS TRANSPLANTE CRÍTICO
506020070,TRATAMENTO DE INTERCORRÊNCIA PÓS TRANSPLANTE DE PULMÃO UNI/BILATERAL - PÓS TRANSPLANTE CRÍTICO
506020096,TRATAMENTO DE INTERCORRENCIA PÓS TRANSPLANTE DE FIGADO- PÓS TRANSPLANTE CRÍTICO
506020100,TRATAMENTO DE INTERCORRENCIA PÓS TRANSPLANTE ALOGÊNICO DE CÉLULAS-TRONCO HEMATOPOÉTICAS- PÓS TRANSPLANTE CRÍTICO
506020118,TRATAMENTO DE INTERCORRENCIA PÓS TRANSPLANTE AUTOLÓGO DE CÉLULAS-TRONCO HEMATOPOÉTICAS- PÓS TRANSPLANTE CRÍTICO
506020134,TRATAMENTO DE INTERCORRENCIA PÓS TRANSPLANTE DE PÂNCREAS - PÓS TRANSPLANTE CRÍTICO
603010016,METILPREDNISOLONA 500 MG INJENTAVEL (POR AMPOLA)
603020011,CICLOSPORINA 50MG (POR CAPSULA)
603020020,CICLOSPORINA 100MG (POR CAPSULA)
603020038,CICLOSPORINA 100MG/ML SOLUCAO ORAL
603020046,CICLOSPORINA 25MG (POR CAPSULA)
603020054,CICLOSPORINA 50 MG INJETAVEL (POR FRASCO-AMPOLA)
603020097,IMUNOGLOBULINA OBTIDA/COELHO ANTITIMÓCITOS HUMANOS 25 MG INJETÁVEL (POR FRASCO-AMPOLA)
603030017,IMUNOGLOBULINA ANTI-RHO (D) (FRASCO AMPOLA DE 2 ML E 1.250 UI)
603030033,"IMUNOGLOBULINA HUMANA 1,0 G INJETAVEL (POR FRASCO)"
603040012,"CABERGOLINA 0,5 MG (POR COMPRIMIDO)"
603050018,ABCIXIMABE
603050026,CLORIDRATO DE TIROFIBANA
603050034,ESTREPTOQUINASE 250000 UI
603050042,ALTEPLASE 10MG INJETÁVEL ( POR FRASCO AMPOLA)
603050050,ALTEPLASE 20MG INJETÁVEL (POR FRASCO AMPOLA)
603050069,ALTEPLASE 50MG INJETÁVEL (POR FRASCO AMPOLA)
603050085,TENECTEPLASE - TNK 40 MG INJETÁVEL (POR FRASCO AMPOLA)
603050093,TENECTEPLASE-TNK 50 MG INJETÁVEL ( POR FRASCO AMPOLA)
603050107,CLOPIDOGREL 75MG (COMPRIMIDO)
603050115,TENECTEPLASE 40 MG INJETÁVEL (POR FRASCO AMPOLA) DE USO NAS URGÊNCIAS PRÉ-HOSPITALARES
603050123,TENECTEPLASE 50 MG INJETÁVEL (POR FRASCO AMPOLA) DE USO NAS URGÊNCIAS PRÉ-HOSPITALARES
603060013,SURFACTANTE FRASCO-AMPOLA
603070019,ALBUMINA HUMANA 20 POR CENTO (FRASCO-AMPOLA DE 50 ML)
603080014,BASILIXIMABE 20 MG INJETAVEL (POR FRASCO-AMPOLA) P/ TRANSPLANTE
603080022,CICLOSPORINA 10 MG P/ TRANSPLANTE (POR CAPSULA)
603080030,CICLOSPORINA 100 MG P/ TRANSPLANTE (POR CAPSULA)
603080049,CICLOSPORINA 25 MG P/ TRANSPLANTE (POR CAPSULA)
603080057,CICLOSPORINA 50 MG P/ TRANSPLANTE (POR CAPSULA)
603080065,DACLIZUMABE 5 MG/ ML INJETAVEL P/ TRANSPLANTE (POR FRASCO DE 5 ML)
603080081,IMUNOGLOBULINA HUMANA ANTI-HEPATITE B (POR DOSE DE 500 UI)
603080103,IMUNOGLOBULINA OBTIDA/COELHO ANTITIMÓCITOS HUMANOS 25 MG INJETÁVEL P/TRANSPLANTE (POR FRASCO-AMPOLA)
603080120,METILPREDNISOLONA 500MG INJETAVEL P/TRANSPLANTE(POR FRASCO AMPOLA)
603080138,MICOFENOLATO DE MOFETILA 500MG P/ TRANSPLANTE (POR COMPRIMIDO)
603080146,MICOFENOLATO DE SODIO 360MG P/ TRANSPLANTE (POR COMPRIMIDO)
603080162,SIROLIMO 1MG P/ TRANSPLANTE (POR DRAGEA)
603080170,SIROLIMO 1MG/ML SOLUCAO ORAL P/ TRANSPLANTE (POR FRASCO DE 60ML)
603080189,SIROLIMO 2 MG P/ TRANSPLANTE (POR DRAGEA)
603080197,"TACROLIMO 0,5 MG P/TRANSPLANTE (FRASCO-AMPOLA)"
603080200,TACROLIMO 1 MG P/ TRANSPLANTE (POR CAPSULA)
603080219,TACROLIMO 5 MG P/ TRANSPLANTE (POR CAPSULA)
603080227,MICOFENOLATO DE SODIO 180MG P/TRANSPLANTE (POR COMPRIMIDO)
603080278,"EVEROLIMO 0,5 MG PARA TRANSPLANTE (POR COMPRIMIDO)"
603080286,"EVEROLIMO 0,75 MG PARA TRANSPLANTE (POR COMPRIMIDO)"
603080294,EVEROLIMO 1 MG PARA TRANSPLANTE (POR COMPRIMIDO)
604010010,MESALAZINA 400 MG (POR COMPRIMIDO)
604010028,MESALAZINA 500 MG (POR COMPRIMIDO)
604010036,MESALAZINA 800 MG - POR COMPRIMIDO
604010044,MESALAZINA 250 MG (POR SUPOSITORIO)
604010052,MESALAZINA 500 MG (POR SUPOSITORIO)
604010060,MESALAZINA 1000 MG (POR SUPOSITORIO)
604010079,MESALAZINA 1 G + DILUENTE 100 ML (ENEMA) - POR DOSE
604010087,MESALAZINA 3 G + DILUENTE 100 ML (ENEMA) - POR DOSE
604010095,SULFASSALAZINA 500 MG (POR COMPRIMIDO)
604010109,MESALAZINA 2 G GRÂNULOS DE LIBERAÇÃO PROLONGADA (POR SACHÊ)
604020015,DEFERASIROX 125 MG (POR COMPRIMIDO)
604020023,DEFERASIROX 250 MG (POR COMPRIMIDO)
604020031,DEFERASIROX 500 MG (POR COMPRIMIDO)
604020040,DEFERIPRONA 500 MG (POR COMPRIMIDO)
604020058,DESFERROXAMINA 500 MG INJETAVEL (POR FRASCO-AMPOLA)
604030010,"BROMOCRIPTINA 2,5 MG (POR COMPRIMIDO)"
604030037,"CABERGOLINA 0,5 MG (POR COMPRIMIDO)"
604030045,"PRAMIPEXOL 0,125 MG (POR COMPRIMIDO)"
604030053,"PRAMIPEXOL 0,25 MG (POR COMPRIMIDO)"
604030061,PRAMIPEXOL 1 MG (POR COMPRIMIDO)
604040016,FENOTEROL 100 MCG AEROSSOL (POR FRASCO DE 200 DOSES)
604040024,FORMOTEROL 12 MCG (POR CAPSULA INALANTE)
604040032,FORMOTEROL 12 MCG PO INALANTE (POR FRASCO DE 60 DOSES)
604040040,FORMOTEROL 12 MCG + BUDESONIDA 400 MCG  (POR CAPSULA INALANTE)
604040059,FORMOTEROL 12 MCG + BUDESONIDA 400 MCG PO INALANTE (POR FRASCO DE 60 DOSES)
604040067,FORMOTEROL 6 MCG + BUDESONIDA 200 MCG PO INALANTE (POR FRASCO DE 60 DOSES)
604040075,FORMOTEROL 6MCG + BUDESONIDA 200 MCG (POR CAPSULA INALANTE)
604040091,SALMETEROL 50 MCG PO INALANTE OU AEROSSOL BUCAL (POR FRASCO DE 60 DOSES)
604050011,CODEINA 3 MG/ML SOLUCAO ORAL (POR FRASCO DE 120 ML)
604050020,CODEINA 30 MG/ML (POR AMPOLA DE 2 ML)
604050038,CODEINA 30 MG (POR COMPRIMIDO)
604050046,CODEINA 60 MG (POR COMPRIMIDO)
604050054,MORFINA 10 MG/ML (POR AMPOLA DE 1 ML)
604050062,MORFINA 10 MG/ML SOLUCAO ORAL (POR FRASCO DE 60 ML)
604050070,MORFINA 10 MG (POR COMPRIMIDO)
604050089,MORFINA 30 MG (POR COMPRIMIDO)
604050097,MORFINA DE LIBERACAO CONTROLADA 30 MG (POR CAPSULA)
604050100,MORFINA  DE LIBERACAO CONTROLADA 60 MG (POR CAPSULA)
604050119,MORFINA  DE LIBERACAO CONTROLADA 100 MG (POR CAPSULA)
604060017,COMPLEMENTO ALIMENTAR P/ PACIENTE FENILCETONURICO MENOR DE 1 ANO - FORMULA DE AMINOÁCIDOS ISENTA DE FENILALANINA (POR GRAMA)
604060025,COMPLEMENTO ALIMENTAR P/ PACIENTE FENILCETONURICO MAIOR DE 1 ANO - FORMULA DE AMINOÁCIDOS ISENTA DE FENILALANINA  (POR GRAMA)
604070012,TRIEXIFENIDIL 5 MG (POR COMPRIMIDO)
604080018,CLOROQUINA 150 MG (POR COMPRIMIDO)
604080026,HIDROXICLOROQUINA 400 MG (POR COMPRIMIDO)
604080034,HIDROXICLOROQUINA 200 MG (POR COMPRIMIDO)
604090013,CICLOFOSFAMIDA 50 MG (POR DRAGEA)
604100019,"DESMOPRESSINA 0,1 MG/ML APLICACAO NASAL (POR FRASCO DE 2,5 ML"
604100027,"DESMOPRESSINA 0,1 MG (POR COMPRIMIDO)"
604100035,"DESMOPRESSINA 0,2 MG (POR COMPRIMIDO)"
604110014,"GOSSERRELINA 3,60 MG INJETAVEL (POR SERINGA PREENCHIDA)"
604110022,"GOSSERRELINA 10,80 MG INJETAVEL (POR SERINGA PREENCHIDA)"
604110030,"LEUPRORRELINA 3,75 MG INJETAVEL (POR FRASCO-AMPOLA)"
604110049,"LEUPRORRELINA 11,25 MG INJETAVEL (POR FRASCO-AMPOLA)"
604110057,"TRIPTORRELINA 3,75 MG INJETAVEL (POR FRASCO-AMPOLA)"
604110065,"TRIPTORRELINA 11,25 MG INJETAVEL (POR FRASCO-AMPOLA)"
604110073,"TRIPTORRELINA 22,5 MG INJETÁVEL (POR FRASCO-AMPOLA)"
604110081,LEUPRORRELINA 45 MG INJETÁVEL (SERINGA PREENCHIDA)
604120010,CIPROTERONA 50 MG (POR COMPRIMIDO)
604130015,DONEPEZILA 5 MG (POR COMPRIMIDO)
604130023,DONEPEZILA 10 MG (POR COMPRIMIDO)
604130031,GALANTAMINA 8 MG (POR CAPSULA DE LIBERAÇÃO PROLONGADA)
604130040,GALANTAMINA 16 MG (POR CAPSULA DE LIBERAÇÃO PROLONGADA)
604130058,GALANTAMINA 24 MG (POR CAPSULA DE LIBERAÇÃO PROLONGADA)
604130066,"RIVASTIGMINA 1,5 MG (POR CAPSULA)"
604130074,"RIVASTIGMINA 2,0 MG/ML SOLUÇÃO ORAL (POR FRASCO DE 120 ML)"
604130082,RIVASTIGMINA 3 MG (POR CAPSULA)
604130090,"RIVASTIGMINA 4,5 MG (POR CAPSULA)"
604130104,RIVASTIGMINA 6 MG (POR CAPSULA)
604130112,PIRIDOSTIGMINA 60 MG (POR COMPRIMIDO)
604130120,RIVASTIGMINA 9 MG ADESIVO TRANSDÉRMICO
604130139,RIVASTIGMINA 18 MG ADESIVO TRANSDÉRMICO
604140029,DANAZOL 100 MG (POR CAPSULA)
604140037,DANAZOL 200 MG (POR CAPSULA)
604150016,PRIMIDONA 100 MG (POR COMPRIMIDO)
604150024,PRIMIDONA 250 MG (POR COMPRIMIDO)
604160011,PAMIDRONATO 30 MG INJETAVEL (POR FRASCO-AMPOLA)
604160020,PAMIDRONATO 60 MG INJETAVEL (POR FRASCO-AMPOLA)
604160046,RISEDRONATO 5 MG (POR COMPRIMIDO)
604160054,RISEDRONATO 35 MG (POR COMPRIMIDO)
604160062,"ÁCIDO ZOLEDRÔNICO 0,05 MG/ML (POR FRASCO DE 100 ML)"
604170017,HIDRÓXIDO DE ALUMÍNIO 230 MG (POR COMPRIMIDO)
604170025,HIDRÓXIDO DE ALUMÍNIO 300 MG (POR COMPRIMIDO)
604170033,"HIDRÓXIDO DE ALUMÍNIO 61,5 MG/ML (SUSPENSÃO POR FRASCO DE 100 ML)"
604170041,"HIDRÓXIDO DE ALUMÍNIO 61,5 MG/ML (SUSPENSÃO POR FRASCO DE 150 ML)"
604170050,"HIDRÓXIDO DE ALUMÍNIO 61,5 MG/ML (SUSPENSÃO POR FRASCO DE 240"
604180012,CLOBAZAM 10 MG (POR COMPRIMIDO)
604180020,CLOBAZAM 20 MG (POR COMPRIMIDO)
604190018,VIGABATRINA 500 MG (POR COMPRIMIDO)
604200013,AMANTADINA 100 MG (POR COMPRIMIDO)
604210019,ZIPRASIDONA 40 MG (POR CAPSULA)
604210027,ZIPRASIDONA 80 MG (POR CAPSULA)
604220014,ETOSSUXIMIDA 50 MG/ML (FRASCO DE 120 ML)
604230010,OLANZAPINA 5 MG (POR COMPRIMIDO)
604230028,OLANZAPINA 10 MG (POR COMPRIMIDO)
604230036,QUETIAPINA 25 MG (POR COMPRIMIDO)
604230044,QUETIAPINA 100 MG (POR COMPRIMIDO)
604230052,QUETIAPINA 200 MG (POR COMPRIMIDO)
604230060,QUETIAPINA 300 MG (POR COMPRIMIDO)
604230079,CLOZAPINA 25 MG (POR COMPRIMIDO)
604230087,CLOZAPINA 100 MG (POR COMPRIMIDO)
604240023,ALFATALIGLICERASE 200 U INJETÁVEL (POR FRASCO AMPOLA)
604240031,IMIGLUCERASE 400 U INJETÁVEL (POR FRASCO-AMPOLA)
604240058,ALFAVELAGLICERASE 400 U INJETAVEL (POR FRASCO AMPOLA)
604240066,"LARONIDASE 0,58 MG/ML SOLUÇÃO INJETÁVEL (FRASCO DE 5 ML)"
604240074,IDURSULFASE ALFA 2 MG/ML SOLUÇÃO INJETÁVEL (FRASCO DE 3 ML)
604240082,GALSULFASE 1 MG/ML SOLUÇÃO INJETÁVEL (POR FRASCO AMPOLA DE 5 ML)
604240090,ALFAELOSULFASE 1 MG/ML SOLUÇÃO INJETÁVEL (POR FRASCO AMPOLA DE 5 ML)
604240104,ALFA-ALGLICOSIDASE 50 MG PÓ LIOFILIZADO PARA SOLUÇÃO INJETÁVEL
604240112,ALFAVESTRONIDASE 10 MG SOLUÇÃO INJETÁVEL (FRASCOCOM 5ML)
604240120,"ALFAGALSIDASE 1MG/ML (FRASCO AMPOLA DE 3,5 ML)"
604250010,FILGRASTIM 300 MCG INJETAVEL (POR FRASCO AMPOLA OU SERINGA PREENCHIDA)
604250037,ELTROMBOPAGUE OLAMINA 25 MG (POR COMPRIMIDO)
604250045,ELTROMBOPAGUE OLAMINA 50 MG (POR COMPRIMIDO)
604260016,SACARATO DE HIDROXIDO FERRICO 100 MG INJETAVEL (POR FRASCO DE 5 ML)
604270011,BEZAFIBRATO 200 MG (POR DRÁGEA OU COMPRIMIDO)
604270020,BEZAFIBRATO 400 MG (POR COMPRIMIDO DE DESINTEGRAÇÃO LENTA)
604270038,CIPROFIBRATO 100 MG (POR COMPRIMIDO)
604270046,ETOFIBRATO 500 MG (POR CAPSULA)
604270054,FENOFIBRATO 200 MG (POR CAPSULA)
604270062,FENOFIBRATO 250 MG (POR CAPSULA DE LIBERACAO RETARDADA)
604270070,GENFIBROZILA 600 MG (COMPRIMIDO)
604270089,GENFIBROZILA 900 MG (POR COMPRIMIDO)
604270097,ÁCIDO NICOTÍNICO 250MG (POR COMPRIMIDO DE LIBERAÇÃO PROLONGADA)
604270100,ÁCIDO NICOTÍNICO 500MG (POR COMPRIMIDO DE LIBERAÇÃO PROLONGADA)
604270119,ÁCIDO NICOTÍNICO 750 MG (POR COMPRIMIDO DE LIBERAÇÃO PROLONGADA)
604280068,BUDESONIDA 200 MCG (POR CAPSULA INALANTE)
604280076,BUDESONIDA 400 MCG (POR CAPSULA INALANTE)
604280084,BUDESONIDA 200 MCG PO INALANTE OU AEROSSOL BUCAL (POR FRASCO C/ 100 DOSES)
604280092,BUDESONIDA 200 MCG PO INALANTE OU AEROSSOL BUCAL (POR FRASCO C/ 200 DOSES)
604280106,METILPREDNISOLONA 500 MG INJETAVEL (POR AMPOLA)
604290012,OCTREOTIDA  LAR 10 MG INJETAVEL (POR FRASCO-AMPOLA)
604290020,OCTREOTIDA LAR 20 MG INJETAVEL (POR FRASCO-AMPOLA)
604290039,OCTREOTIDA  LAR 30 MG INJETAVEL (POR FRASCO-AMPOLA)
604290047,"OCTREOTIDA 0,1 MG/ML INJETAVEL (POR AMPOLA)"
604290063,LANREOTIDA 60 MG INJETÁVEL (POR SERINGA PREENCHIDA)
604290071,LANREOTIDA 90 MG INJETÁVEL (POR SERINGA PREENCHIDA)
604290080,LANREOTIDA 120 MG INJETÁVEL (POR SERINGA PREENCHIDA)
604310013,"IMUNOGLOBULINA HUMANA 0,5 G INJETAVEL (POR FRASCO)"
604310021,"IMUNOGLOBULINA HUMANA 1,0 G INJETAVEL (POR FRASCO)"
604310030,"IMUNOGLOBULINA HUMANA 2,5 G INJETAVEL (POR FRASCO)"
604310048,"IMUNOGLOBULINA HUMANA 3,0 G INJETAVEL (POR FRASCO)"
604310056,"IMUNOGLOBULINA HUMANA 5,0 G INJETAVEL (POR FRASCO)"
604310064,"IMUNOGLOBULINA HUMANA 6,0 G INJETAVEL (POR FRASCO)"
604320019,"EVEROLIMO 0,5 MG (POR COMPRIMIDO)"
604320027,"EVEROLIMO 0,75 MG (POR COMPRIMIDO)"
604320035,EVEROLIMO 1 MG (POR COMPRIMIDO)
604320043,LEFLUNOMIDA 20 MG (POR COMPRIMIDO)
604320051,MICOFENOLATO DE MOFETILA 500 MG (POR COMPRIMIDO)
604320060,MICOFENOLATO DE SODIO 180 MG (POR COMPRIMIDO)
604320078,MICOFENOLATO DE SODIO 360 MG (POR COMPRIMIDO)
604320086,SIROLIMO 1 MG (POR DRAGEA)
604320094,SIROLIMO 2 MG (POR DRAGEA)
