CO_PROCEDIMENTO,Descricao,ValorTUNEP
408030186,ARTRODESE POSTERIOR OCCIPITO-CERVICAL (INCLUI INSTR,"3.342,87"
408030194,ARTRODESE POSTERIOR OCCIPITO-CERVICAL (INCLUI INSTR,"3.342,87"
408030208,ARTRODESE POSTERIOR OCCIPITO-CERVICAL (INCLUI INSTR,"3.342,87"
408030216,ARTRODESE POSTERIOR OCCIPITO-CERVICAL (INCLUI INSTR,"3.342,87"
408030224,ARTRODESE POSTERIOR OCCIPITO-CERVICAL (INCLUI INSTR,"3.342,87"
408060131,TRATAMENTO CIRURGICO DE CISTO SINOVIAL,"160,11"
408050802,"TRATAMENTO CIRURGICO DA PSEUDO-ARTROSE, RETARDO D ","1.328,99"
408050250,REDUCAO INCRUENTA DE FRATURA OU DESLOCAMENTO EPI,"189,44"
408050020,AMPUTACAO / DESARTICULACAO DO PE AO NIVEL METATARS,"469,72"
408030127,ARTRODESE POSTERIOR C-C (INCLUI INSTRUMENTACAO),"1,00"
408060131,ARTROTOMIA INTERFALANGICA OU METACARPO-FALANGEAN,"300,90"
408050799,"TRATAMENTO CIRURGICO DA PSEUDO-ARTROSE, RETARDO D ","1.328,99"
408050276,REDUCAO INCRUENTA DE LUXACAO FEMORO-PATELAR,"189,44"
408060131,EXPLORACAO ARTICULAR OU TOALETE COM OU SEM SINOVE,"426,67"
408060441,TENOLISE FLEXORA OU EXTENSORA AO NIVEL DA MAO E DED,"359,68"
408050837,"TRATAMENTO CIRURGICO DA PSEUDO-ARTROSE, RETARDO D ","1.328,99"
408050080,FASCIOTOMIA DESCOMPRESSIVA DO PE,"469,72"
408030011,"ARTRODESE POSTERIOR OU POSTERO-LATERAL, DISTAL A C ","4.480,07"
408030054,"ARTRODESE POSTERIOR OU POSTERO-LATERAL, DISTAL A C ","4.480,07"
408030097,"ARTRODESE POSTERIOR OU POSTERO-LATERAL, DISTAL A C ","4.480,07"
408030100,"ARTRODESE POSTERIOR OU POSTERO-LATERAL, DISTAL A C ","4.480,07"
408030259,"ARTRODESE POSTERIOR OU POSTERO-LATERAL, DISTAL A C ","4.480,07"
408030275,"ARTRODESE POSTERIOR OU POSTERO-LATERAL, DISTAL A C ","4.480,07"
408030283,"ARTRODESE POSTERIOR OU POSTERO-LATERAL, DISTAL A C ","4.480,07"
408030291,"ARTRODESE POSTERIOR OU POSTERO-LATERAL, DISTAL A C ","4.480,07"
408030305,"ARTRODESE POSTERIOR OU POSTERO-LATERAL, DISTAL A C ","4.480,07"
408030313,"ARTRODESE POSTERIOR OU POSTERO-LATERAL, DISTAL A C ","4.480,07"
408030321,"ARTRODESE POSTERIOR OU POSTERO-LATERAL, DISTAL A C ","4.480,07"
408030712,"ARTRODESE POSTERIOR OU POSTERO-LATERAL, DISTAL A C ","4.480,07"
408030917,"ARTRODESE POSTERIOR OU POSTERO-LATERAL, DISTAL A C ","4.480,07"
408060468,TENOTOMIA DE FLEXORES OU EXTENSORES,"359,68"
408060190,OSTEOTOMIA MULTIPLA DO FEMUR (TIPO SOFIELD),"1.328,99"
408060581,TRATAMENTO CIRURGICO DAS DEFORMIDADES DO PE DEVID,"469,72"
408030500,RESSECCAO DE DOIS OU MAIS CORPOS VERTEBRAIS,"3.342,87"
408060484,TENORRAFIA EM TUNEL OSTEO-FIBROSO POR DEDO,"359,68"
408060158,MANIPULACAO DO JOELHO SOB ANESTESIA GERAL,"189,44"
408050349,REVISAO CIRURGICA DO PE TORTO CONGENITO,"602,91"
408030356,RESSECCAO (ANTERIOR) DO PROCESSO ODONTOIDE E / OU,"2.856,70"
408060433,TENODESE DE FLEXORES OU EXTENSORES,"359,68"
408050772,TRATAMENTO CIRURGICO DO PE TORTO CONGENITO INVETE,"602,91"
408060549,TRANSPOSICAO OU TRANSFERENCIA DE TENDAO POR DEDO,"374,87"
408050659,TRATAMENTO CIRURGICO DO HALUX VALGUS COM OSTEOTO,"622,67"
408060476,TENOPLASTIA OU ENXERTO DE TENDAO POR DEDO,"358,35"
408050900,TRATAMENTO CIRURGICO DO HALUX RIGIDUS,"469,74"
408020610,TRATAMENTO CIRURGICO DA ROTURA OU ARRANCAMENTO C,"451,96"
408050721,TRATAMENTO CIRURGICO DE METATARSO PRIMO VARO,"469,74"
408030542,RESSECCAO DE ELEMENTOS VERTEBRAIS POSTERIORES OU,"1.896,35"
408050748,TRATAMENTO CIRURGICO DE PE PLANO VALGO,"469,74"
408030534,RESSECCAO DE ELEMENTOS VERTEBRAIS POSTERIORES OU,"2.063,01"
408050730,TRATAMENTO CIRURGICO DE PE CAVO,"469,74"
408050756,TRATAMENTO CIRURGICO DE PE TALO VERTICAL,"602,91"
408050446,TRATAMENTO CIRURGICO DE COALISAO TARSAL,"469,72"
408060450,TRATAMENTO CIRURGICO DE LESOES MIO-TENDINOSAS AO N,"374,87"
408030089,"TRATAMENTO CIRURGICO DE FRATURA, FRATURA-LUXACAO ","1.632,40"
408060468,TENOTOMIA OU TENOPLASTIAS AO NIVEL DO PE,"387,15"
408030267,"TRATAMENTO CIRURGICO DE FRATURA, LUXACAO OU FRATU ","3.014,20"
201010330,BIOPSIA OSSEA AO NIVEL DA MAO,"345,03"
408050390,"TRANSFERENCIA MUSCULAR OU TENDINOSA, NO PE ","374,87"
408060182,OSTEOTOMIA EM OUTROS OSSOS DO TARSO OU METATARSO,"469,72"
408030615,REVISAO DE ARTRODESE OU TRATAMENTO CIRURGICO DE P,"3.010,47"
408050829,"TRATAMENTO CIRURGICO DA PSEUDO-ARTROSE, RETARDO D ","469,72"
408060646,"CORRECAO CIRURGICA DE PE EM FENDA, DEDO BIFIDO, MAC ","497,11"
408050357,SINDACTILIA CIRURGICA DOS DEDOS DO PE (PROCEDIMENT,"497,11"
408060166,OSTECTOMIA: EXCISAO PARCIAL DA CABECA DO QUINTO MET,"469,72"
408060166,"OSTECTOMIA, CURETAGEM OU EXCISAO DE LESAO NOS OS ","469,72"
408030704,VERTEBROPLASTIA POR INTRODUCAO DE MATERIAL SINTETI,"1.662,41"
408030798,VERTEBROPLASTIA POR INTRODUCAO DE MATERIAL SINTETI,"1.662,41"
408050560,TRATAMENTO CIRURGICO DA FRATURA DO ASTRAGALO,"469,74"
408030348,CORRECAO CIRURGICA DE GIBA COSTAL (COSTOPLASTIA DE,"862,03"
408050535,TRATAMENTO CIRURGICO DA FRATURA DO CALCANEO,"469,74"
201010321,BIOPSIA OSSEA AO NIVEL DO PE,"345,03"
408060247,RESSECCAO DE TUMOR OSSEO COM ENXERTIA OSSEA,"1.589,56"
408060271,RESSECCAO DE TUMOR OSSEO COM ENXERTIA OSSEA,"1.589,56"
408060280,RESSECCAO DE TUMOR OSSEO COM ENXERTIA OSSEA,"1.589,56"
416090109,RESSECCAO DE TUMORES OSSEOS COM SUBSTITUICAO (END,"4.482,17"
416090036,HEMIPELVECTOMIA,"4.708,94"
416090028,DESARTICULACAO DA ARTICULACAO ESCAPULO UMERAL,"1.378,09"
416090010,DESARTICULACAO DA ARTICULACAO COXO FEMORAL,"4.509,10"
416090079,RESSECCAO DE TUMOR OSSEO DA PELVIS (ENDOPELVECTOM,"4.794,27"
301080160,DESTRUICAO DE ESTRUTURAS CEREBRAIS PROFUNDAS POR,"1.831,23"
301080178,DESTRUICAO DE ESTRUTURAS CEREBRAIS PROFUNDAS POR,"1.831,23"
301070040,RADICOTOMIA,"1.131,70"
301070059,TRANSPOSICAO DO NERVO CUBITAL,"459,67"
301070091,TRATAMENTO CIRURGICO DA HERNIA DISCAL DORSAL,"1.589,30"
301010048,TRATAMENTO CIRURGICO DA HERNIA DISCAL LOMBAR,"1.589,30"
101030010,HIPOFISECTOMIA CIRURGICA,"2.818,78"
211030023,BIOPSIA DA MEDULA ESPINHAL,"342,70"
211030031,NEUROTOMIA DIFERENCIADA NO TRIGEMIO,"2.484,00"
211030066,NEUROTOMIA POR VIA INFRATENTORIAL,"1.831,23"
307010058,TRATAMENTO CIRURGICO DA OSTEOMIELITE DO CRANIO,"1.383,82"
303040122,TRATAMENTO CONSERVADOR DE TUMOR CEREBRAL,"1.499,37"
303040122,TRATAMENTO CONSERVADOR DE TUMOR CEREBRAL,"869,00"
201010534,BIOPSIA ESTEREOTAXICA,"2.655,24"
402010027,PARATIREOIDECTOMIA,"1.860,14"
402020022,SUPRARRENALECTOMIA UNILATERAL,"1.761,78"
412020068,TIMECTOMIA,"1.531,41"
402010035,TIROIDECTOMIA PARCIAL,"1.192,45"
201010038,BIOPSIA DA PARATIREOIDE,"582,20"
402020014,SUPRARRENALECTOMIA BILATERAL,"1.903,11"
201010038,BIOPSIA DA TIREOIDE,"521,89"
402010043,TIROIDECTOMIA TOTAL,"1.192,45"
402010051,TIROIDECTOMIA TOTAL COM ESVAZIAMENTO GANGLIONAR,"2.425,45"
402010019,EXTIRPACAO DE BOCIO INTRATORACICO POR VIA TRANSEST,"2.082,84"
416030084,PARATIREOIDECTOMIA,"1.872,81"
412010135,CIRURGIA DA FISTULA BRONCOPLEURAL COM AMPUTACAO D,"1.966,57"
201010402,BIOPSIA DE PLEURA OU PLEUROSCOPIA,"342,70"
209040033,TRAQUEOSCOPIA E EXERESE DE PAPILOMAS,"444,27"
412020033,MEDIASTINOTOMIA PARA DRENAGEM,"1.563,62"
412040018,COSTECTOMIA,"832,76"
209040033,TRAQUEOSCOPIA E RETIRADA DE CORPO ESTRANHO,"339,42"
412020017,MEDIASTINOTOMIA (EXPLORADORA) TRANS-ESTERNAL,"1.494,57"
412040182,TRATAMENTO CIRURGICO DOS DEFEITOS DO TORAX,"1.832,31"
412030012,DESCORTICACAO PULMONAR,"2.230,92"
412040026,ESTERNECTOMIA COM OU SEM PROTESE,"1.812,03"
410010014,INCISAO E DRENAGEM DE ABSCESSO DA MAMA,"402,38"
412050048,LOBECTOMIA,"1.633,94"
412030047,FECHAMENTO DE PLEUROSTOMIA,"774,11"
404010377,TRAQUEOTOMIA (INCLUSIVE CURATIVOS),"645,10"
209040017,BRONCOSCOPIA E EXERESE DE PAPILOMAS,"709,60"
412020050,RESSECCAO DO TUMOR DO MEDIASTINO,"1.849,02"
410010065,MASTECTOMIA SIMPLES,"1.063,38"
412050064,PNEUMOMECTOMIA,"1.924,64"
412040123,TORACECTOMIA COM RECONSTRUCAO PARIETAL POR PROTE,"1.856,19"
410010057,MASTECTOMIA RADICAL COM LINFADENECTOMIA,"2.199,20"
412010100,TRAQUELOPLASTIA E LARINGOTRAQUEOPLASTIA,"1.843,15"
412010011,BRONCOTOMIA E/OU BRONCORRAFIA,"2.266,06"
412040158,TORACOPLASTIA (QUALQUER TECNICA),"1.759,04"
412040212,CIRURGIA DA PAREDE TORACICA IV,"1.907,64"
412020025,MEDIASTINOTOMIA EXTRAPLEURAL POR VIA POSTERIOR,"1.446,78"
412040174,TORACOTOMIA EXPLORADORA,"1.679,70"
412030080,TRATAMENTO OPERATORIO DA HEMORRAGIA INTRAPLEURAL,"933,96"
412010119,TRAQUEORRAFIA (QUALQUER VIA),"774,11"
412020084,TRATAMENTO DE MEDIASTINITE (QUALQUER VIA),"1.907,47"
412040166,TORACOTOMIA COM DRENAGEM FECHADA,"1.107,03"
412010038,"COLOCACAO DE ORTESE TRAQUEAL TRAQUEOBRONQUICA, B ","358,84"
209040050,VIDEOTORACOSCOPIA,"1.868,39"
412010127,TRAQUEOSTOMIA COM COLOCACAO DE ORTESE TRAQUEAL O,"351,26"
410010111,SETORECTOMIA,"498,19"
412050110,RESSECCAO PULMONAR PARCIAL OU TOTAL ASSOCIADO A R,"2.090,50"
412040115,RETIRADA DE CORPO ESTRANHO DA PAREDE TORACICA,"871,75"
410010120,SETORECTOMIA COM ESVAZIAMENTO GANGLIONAR,"1.017,66"
412050102,"SEGMENTECTOMIA ( EM CUNHA , RETANGULO, TUMORECTOM ","1.713,39"
412020076,TRAQUEOSTOMIA MEDIASTINAL,"839,09"
412040190,TRATAMENTO CIRURGICO DE FRATURA DO ESTERNO,"1.067,64"
412010046,COLOCACAO DE PROTESE TRAQUEAL OU TRAQUEOBRONQU,"436,56"
412010143,TRATAMENTO CIRURGICO DE FISTULA TRAQUEOESOFAGICA,"2.128,40"
412040204,TRATAMENTO CIRURGICO DE FRATURAS DO GRADIL COSTAL,"1.067,64"
412010089,RESSECCAO DE TUMOR TRAQUEAL,"358,84"
412010097,TRAQUEOPLASTIA (QUALQUER VIA),"839,09"
412040034,ESTERNECTOMIA SUBTOTAL,"1.432,97"
412050080,PNEUMORRAFIA,"1.497,56"
412010070,RESSECCAO CARINAL (TRAQUEOBRONQUICA),"2.266,06"
412040131,TORACECTOMIA (SEM RECONSTRUCAO PARIETAL),"1.432,59"
412050145,METASTASECTOMIA PULMONAR UNILATERAL,"1.497,56"
412040069,PLUMBAGEM EXTRAFASCIAL,"1.432,59"
412050013,BULECTOMIA UNILATERAL,"1.497,56"
412050030,LIGADURA DE ARTERIAS BRONQUICAS POR TORACOTOMIA P,"933,96"
412050072,PNEUMONECTOMIA DE TOTALIZACAO,"1.497,56"
412040042,LIGADURA DO DUCTO-TORACICO (QUALQUER VIA),"933,96"
412050137,CIRURGIA REDUTORA DO VOLUME PULMONAR UNILATERAL,"1.497,56"
412040220,VAGOTOMIA TRONCULAR TERAPEUTICA POR TORACOTOMIA,"1.218,25"
412050153,TROMBOENDARTERECTOMIA PULMONAR,"1.747,11"
412040050,MOBILIZACAO DE RETALHOS MUSCULARES OU DO OMENTO,"1.435,93"
412010020,COLOCACAO DE MOLDE BRONQUICO POR TORACOTOMIA,"2.266,06"
412040107,RESSECCAO DE TUMOR DO DIAFRAGMA E RECONSTRUCAO (,"2.266,06"
416110010,LOBECTOMIA PULMONAR,"2.335,32"
416120032,MASTECTOMIA SIMPLES,"1.102,55"
416110029,PNEUMOMECTOMIA,"4.519,01"
416110045,TORACECTOMIA COM RECONSTRUCAO PARIETAL POR PROTE,"4.744,43"
416120024,MASTECTOMIA RADICAL COM LINFADENECTOMIA,"2.472,97"
416110053,TORACOTOMIA EXPLORADORA,"1.645,47"
416110037,TORACECTOMIA COM RESSECCAO DE ESTRUTURAS INTRA T,"3.194,01"
416120040,RESSECCAO DE LESAO DE MAMA,"741,83"
301060070,DIAGNOSTICO E/OU PRIMEIRO ATENDIMENTO EM CLINICA CIR,"134,05"
414010035,MOLDAGEM OU IMPLANTE EM PELE POR TRATAMENTO COMP,"979,46"
414010027,MOLDAGEM OU IMPLANTE EM MUCOSA POR TRATAMENTO CO,"979,46"
414010329,CIRURGIA PARA ENUCLEACAO DE CISTO BUCO MAXILAR,"439,55"
414010256,TRATAMENTO CIRURGICO DA FISTULA BUCO SINUSAL OU BU,"872,12"
414010272,TRATAMENTO CIRURGICO DA FISTULA CUTANEA DE ORIGEM,"327,64"
417010044,ANESTESISTA,"0,00"
417010052,ANESTESISTA,"0,00"
417010060,ANESTESISTA,"0,00"
505020041,TRANSPLANTE DE CORACAO,"22.369,56"
505020050,TRANSPLANTE DE FIGADO,"52.196,01"
505020084,TRANSPLANTE DE PULMAO,"37.282,82"
505020076,TRANSPLANTE DE PANCREAS APOS RIM,"14.912,88"
505020076,TRANSPLANTE DE PANCREAS ISOLADO,"14.912,88"
503010022,CIRURGIA PARA RETIRADA DE CORACAO PARA TRANSPLANT,"0,00"
503030023,CIRURGIA PARA RETIRADA DE CORACAO PARA TRANSPLANT,"0,00"
503010022,CIRURGIA PARA RETIRADA DE PULMOES PARA TRANSPLANTE,"0,00"
503010022,CIRURGIA PARA RETIRADA UNILATERAL/BILATERAL DE RIM PA,"0,00"
503030082,CIRURGIA PARA RETIRADA UNILATERAL/BILATERAL DE RIM PA,"0,00"
503010022,CIRURGIA DE ENUCLEACAO UNILATERAL OU BILATERAL PARA,"0,00"
503010022,CIRURGIA PARA RETIRADA DE FIGADO PARA TRANSPLANTE,"0,00"
503030040,CIRURGIA PARA RETIRADA DE FIGADO PARA TRANSPLANTE,"0,00"
503010022,COORDENACAO DE SALA CIRURGICA PARA RETIRADA DE OR,"0,00"
505010070,TRANSPLANTE DE MEDULA OSSEA - AUTOGENICO,"29.859,41"
505010011,TRANSPLANTE DE MEDULA OSSEA - ALOGENICO APARENTAD,"57.830,81"
505010020,TRANSPLANTE DE MEDULA OSSEA - ALOGENICO NAO APAREN,"75.370,79"
505010089,TRANSPLANTE DE CELULAS PROGENITORAS DE MEDULA OSS,"18.216,71"
505010054,TRANSPLANTE DE CELULAS PROGENITORAS DE MEDULA OSS,"61.730,81"
505010038,TRANSPLANTE DE CELULAS PROGENITORAS DE MEDULA OSS,"61.445,23"
505010062,TRANSPLANTE DE CELULAS PROGENITORAS DE MEDULA OSS,"75.370,79"
505010046,TRANSPLANTE DE CELULAS PROGENITORAS DE MEDULA OSS,"75.370,79"
503010022,MANUTENCAO HEMODINAMICA DE DOADOR PARA RETIRADA,"0,00"
503010022,CIRURGIA PARA RETIRADA DE PANCREAS PARA TRANSPLANT,"0,00"
503030066,CIRURGIA PARA RETIRADA DE PANCREAS PARA TRANSPLANT,"0,00"
503020010,HEPATECTOMIA PARCIAL PARA TRANSPLANTE - DOADOR VIV,"9.599,20"
505020068,TRANSPLANTE DE FIGADO RECEPTOR - DOADOR VIVO,"68.474,20"
505020041,RETRANSPLANTE DE CORACAO,"22.369,57"
505020050,RETRANSPLANTE DE FIGADO,"52.195,99"
505020084,RETRANSPLANTE DE PULMAO,"37.282,80"
506020045,INTERCORRENCIA POS TRANSPLANTE,"175,50"
406010684,IMPLANTE DE MARCAPASSO TEMPORARIO TRANSVENOSO,"288,67"
406010102,CARDIORRAFIA,"1.512,66"
406010110,CARDIOTOMIA CORPO ESTRANHO,"1.411,52"
406010773,PERICARDIOCENTESE,"190,07"
406010510,DRENAGEM COM BIOPSIA DE PERICARDIO,"190,07"
406010412,CORRECAO DA PERSISTENCIA DO CANAL ARTERIAL NO RECE,"1.411,52"
406010927,REVASCULARIZACAO MIOCARDICA COM USO DE EXTRACORP,"3.487,36"
406010935,REVASCULARIZACAO MIOCARDICA COM USO DE EXTRACORP,"3.542,36"
406010943,REVASCULARIZACAO MIOCARDICA SEM USO DE EXTRACORP,"5.140,74"
406010951,REVASCULARIZACAO MIOCARDICA SEM USO DE EXTRACORP,"5.140,74"
406010706,INFARTECTOMIA OU ANEURISMECTOMIA ASSOCIADA OU NAO,"3.583,03"
406010803,PLASTICA VALVAR,"3.473,03"
406010692,IMPLANTE DE PROTESE VALVAR,"3.583,03"
406010820,PLASTICA VALVAR E/OU TROCA VALVAR MULTIPLA,"3.611,47"
406011206,TROCA VALVAR COM REVASCULARIZACAO MIOCARDICA,"3.590,37"
406010552,IMPLANTE COM TROCA POSICAO VALVAS (CIRURGIA DE ROSS,"3.480,37"
406010714,INSTALACAO DE ASSISTENCIA CIRCULATORIA,"207,93"
406010749,MANUTENCAO DE ASSISTENCIA CIRCULATORIA PROLONGADA,"147,93"
406010889,RESSECCAO DE ENDOMIOCARDIOFIBROSE,"3.280,37"
406010757,PERICARDIECTOMIA,"1.385,97"
406010765,PERICARDIECTOMIA PARCIAL,"1.385,97"
406010137,CORRECAO DE ANEURISMA OU DISSECCAO DA AORTA TORAC,"3.588,14"
406010838,RECONSTRUCAO DA RAIZ DA AORTA,"3.588,14"
406010846,RECONSTRUCAO DA RAIZ DA AORTA COM TUBO VALVADO,"3.588,14"
406010986,TROCA DA AORTA ASCENDENTE,"3.487,36"
406010994,TROCA DO ARCO AORTICO,"3.487,36"
406010668,IMPLANTE DE MARCAPASSO DE CAMARA UNICA EPIMIOCARD,"482,45"
406010676,IMPLANTE DE MARCAPASSO DE CAMARA UNICA TRANSVENO,"554,91"
406010650,IMPLANTE DE MARCAPASSO DE DUPLA CAMARA TRANSVENO,"593,62"
406011133,TROCA DE GERADOR DE MARCAPASSO CAMARA UNICA,"402,42"
406011125,TROCA DE GERADOR DE MARCAPASSO DE DUPLA CAMARA,"402,42"
406011150,TROCA DE GERADOR E DE ELETRODO DE MARCAPASSO CAM,"402,42"
406011184,TROCA DE GERADOR E DE ELETRODOS DE MARCAPASSO DE,"402,42"
406011044,TROCA DE ELETRODO DE MARCAPASSO DE CAMARA UNICA,"402,42"
406011036,TROCA DE ELETRODOS DE MARCAPASSO CAMARA DUPLA,"408,42"
406010862,REPOSICIONAMENTO DE ELETRODO DE MARCAPASSO,"402,42"
406010790,PLASTICA DE LOJA DE GERADOR DE SISTEMA DE ESTIMULAC,"222,42"
406010919,RETIRADA DE SISTEMA DE ESTIMULACAO CARDIACA ARTIFIC,"222,42"
406010633,IMPLANTE DE MARCAPASSO CARDIACO MULTI-SITIO TRANSV,"1.319,54"
406010625,IMPLANTE DE MARCAPASSO CARDIACO MULTI-SITIO EPIMIOC,"1.411,52"
406010560,IMPLANTE DE CARDIODESFIBRILADOR CAMARA UNICA TRANS,"1.319,54"
406010609,IMPLANTE DE CARDIODESFRIBILADOR MULTI-SITIO TRANSVE,"1.319,54"
406010579,IMPLANTE DE CARDIODESFIBRILADOR MULTI-SITIO TRANSVE,"1.411,52"
406011109,TROCA DE GERADOR DE CARDIODESFIBRILADOR CAMARA UN,"393,03"
406011141,TROCA DE GERADOR DE MARCAPASSO MULTI-SITIO,"393,03"
406011117,TROCA DE GERADOR DE CARDIODESFIBRILADOR MULTI-SITIO,"393,03"
406011010,TROCA DE ELETRODO DE DESFIBRILADOR DE CARDIODESFIB,"393,03"
406011079,TROCA DE ELETRODOS DE MARCAPASSO NO CARDIODESFIB,"393,03"
406010854,REPOSICIONAMENTO DE ELETRODO DE CARDIODESFIBRILAD,"393,03"
406010870,REPOSICIONAMENTO DE ELETRODOS DE MARCAPASSO MULT,"393,03"
406011192,TROCA DE GERADOR E DE ELETRODOS NO MARCAPASSO MU,"393,03"
406011168,TROCA DE GERADOR E DE ELETRODOS DE CARDIODESFIBRIL,"393,03"
406011176,TROCA DE GERADOR E DE ELETRODOS DE CARDIODESFIBRIL,"393,03"
406010528,CORRECAO DE CISTO PERICARDICO,"2.846,03"
406010404,CORRECAO DA PERSISTENCIA DO CANAL ARTERIAL,"1.411,52"
406010080,ANASTOMOSE SISTEMICO - PULMONAR,"3.134,38"
406010099,BANDAGEM DA ARTERIA PULMONAR,"3.179,38"
406010501,CORRECOES DE ANOMALIAS DO ARCO AORTICO,"3.179,38"
406010188,CORRECAO DA COARCTACAO DA AORTA,"3.179,38"
406010730,LIGADURA(S) DE FISTULA(S) SISTEMICO-PULMONARES,"3.179,38"
406010013,ABERTURA DE COMUNICACAO INTER ATRIAL,"3.179,38"
406011222,UNIFOCALIZACAO DOS RAMOS DA ARTERIA PULMONAR SEM,"3.179,38"
406010030,ABERTURA DA ESTENOSE PULMONAR VALVAR,"3.542,36"
406010170,CORRECAO DE BANDA ANOMALA DO VENTRICULO DIREITO,"3.542,36"
406010536,FECHAMENTO DE COMUNICACAO INTER ARTERIAL,"3.542,36"
406010544,FECHAMENTO DE COMUNICACAO INTER VENTRICULAR,"3.542,36"
406010897,RESSECCAO DE MEMBRANA SUBAORTICA,"3.542,36"
406010064,ANASTOMOSE CAVO PULMONAR BIDIRECIONAL,"5.226,12"
406010480,CORRECAO DO CANAL ATRIO-VENTRICULAR PARCIAL/INTERM,"5.226,12"
406010200,CORRECAO DE COMUNICACAO INTER-VENTRICULAR E INSUF,"5.226,12"
406010242,CORRECAO DE DRENAGEM ANOMALA PARCIAL DAS VEIAS PU,"5.226,12"
406010382,CORRECAO DE JANELA AORTO-PULMONAR,"6.369,95"
406010390,CORRECAO DE LESOES NA TRANSPOSICAO CORRIGIDA DOS,"6.369,95"
406010439,CORRECAO DE TETRALOGIA DE FALLOT E VARIANTES,"6.369,95"
406010900,RESSECCAO DE TUMOR INTRACARDIACO,"6.369,95"
406010021,ABERTURA DA ESTENOSE AORTICA VALVAR,"3.542,36"
406010307,CORRECAO DE ESTENOSE SUPRAOAORTICA,"3.542,36"
406010048,AMPLIACAO DE VIA DE SAIDA DO VD E/OU RAMOS PULMONAR,"5.226,12"
406010072,ANASTOMOSE CAVO PULMONAR TOTAL,"5.226,12"
406010161,CORRECAO DE ATRIO UNICO,"5.226,12"
406010218,CORRECAO DE COR TRIATRIATUM,"5.226,12"
406010234,CORRECAO DA DRENAGEM ANOMALA DO RETORNO SISTEMIC,"5.226,12"
406010315,CORRECAO DE FISTULA AORTO-CAVITARIAS OU VE/ATRIO DIR,"5.226,12"
406010358,CORRECAO INSUFICIENCIA MITRAL CONGENITA,"5.226,12"
406011214,UNIFOCALIZACAO DOS RAMOS DA ARTERIA PULMONAR COM,"5.226,12"
406010056,AMPLIACAO DA VIA DE SAIDA DO VENTRICULO ESQUERDO,"6.369,95"
406010340,CORRECAO DA INSUFICIENCIA TRICUSPIDE,"6.369,95"
406010293,CORRECAO DE ESTENOSE MITRAL CONGENITA,"6.369,95"
406010323,CORRECAO DE HIPERTROFIA SEPTAL ASSIMETRICA,"6.369,95"
406010455,CORRECAO DE TRANSPOSICAO DOS GRANDES VASOS DA BA,"6.369,95"
406010153,CORRECAO DE ATRESIA PULMONAR E COMUNICACAO INTERV,"8.036,32"
406010498,CORRECAO DO CANAL ATRIO-VENTRICULAR TOTAL,"8.036,32"
406010196,CORRECAO DE COMUNICACAO INTER-VENTRICULAR,"8.036,32"
406010226,CORRECAO DE CORONARIA ANOMALA,"8.036,32"
406010250,CORRECAO DE DRENAGEM ANOMALA TOTAL VEIAS PULMONA,"8.036,32"
406010269,CORRECAO DE DUPLA VIA DE SAIDA DO VENTRICULO DIREITO,"8.036,32"
406010277,CORRECAO DE DUPLA VIA DE SAIDA DO VENTRICULO ESQUE,"8.036,32"
406010285,CORRECAO DE ESTENOSE AORTICA EM NEONATO,"8.036,32"
406010331,CORRECAO DE HIPOPLASIA DO VENTRICULO ESQUERDO,"8.036,32"
406010366,CORRECAO DE INTERRUPCAO DO ARCO AORTICO,"8.036,32"
406010374,CORRECAO DE JANELA AORTO-PULMONAR ( A  ANOS),"0,00"
406010420,CORRECAO DE TETRALOGIA DE FALLOT E VARIANTES ( A,"0,00"
406010447,CORRECAO DE TRANSPOSICAO DOS GRANDES VASOS DA BA,"8.036,32"
406010463,CORRECAO DE TRUNCUS ARTERIOSUS,"8.036,32"
406010471,CORRECAO DE VENTRICULO UNICO,"8.036,32"
406010781,PLASTICA OU TROCA DE VALVULA TRICUSPIDE (ANOMALIA DE,"8.036,32"
406010641,IMPLANTE DE MARCAPASSO DE CAMARA DUPLA EPIMIOCARD,"479,45"
406010617,IMPLANTE DE MARCAPASSO CARDIACO MULTI-SITIO ENDOCA,"1.411,52"
406010587,IMPLANTE DE CARDIODESFRIBILADOR CAMARA DUPLA TRANS,"1.319,54"
406010595,IMPLANTE DE CARDIODESFRIBILADOR MULTI-SITIO ENDOCAV,"1.411,52"
406011052,TROCA DE ELETRODO DE MARCAPASSO EM CARDIODESFIBR,"393,03"
406011028,TROCA DE ELETRODOS DO DESFIBRILADOR NO CARDIODESF,"393,03"
406011095,TROCA DE ELETRODOS DE SEIO CORONARIO NO CARDIODES,"393,03"
406011087,TROCA DE ELETRODOS DE MARCAPASSO NO MARCAPASSO M,"393,03"
406011001,TROCA DO CONJUNTO DO SEIO CORONARIO NO MARCAPASS,"393,03"
406010811,PLASTICA VALVAR COM REVASCULARIZACAO MIOCARDICA,"3.590,37"
406020590,TROMBECTOMIA VENOSA,"456,95"
406020124,EMBOLECTOMIA ARTERIAL,"1.191,35"
406020531,TRATAMENTO CIRURGICO LESOES VASCULARES TRAUMATIC,"456,95"
406020523,TRATAMENTO CIRURGICO LESOES VASCULARES TRAUMATIC,"486,95"
406020515,TRATAMENTO CIRURGICO LESOES VASCULARES TRAUMATIC,"456,95"
406020507,TRATAMENTO CIRURGICO LESOES VASCULARES TRAUMATIC,"486,95"
